drug_name,manufacturer,strength,yj_code,price,dosage_form,route_of_administration,generic_name
ジアスターゼ　シオエ,シオエ製薬,１０ｇ,2331003X1094,31.3,内用薬,経口,
ジアスターゼ（山善）,山善製薬,１０ｇ,2331003X1191,27.4,内用薬,経口,
ジアスターゼ「ニッコー」,日興製薬,１０ｇ,2331003X1230,28.1,内用薬,経口,
パンクレアチン,不明,１ｇ,2331006X1012,7.3,内用薬,経口,
パンクレアチン「三恵」,三恵薬品,１ｇ,2331006X1063,7.5,内用薬,経口,
パンクレアチン　シオエ,シオエ製薬,１ｇ,2331006X1071,7.5,内用薬,経口,
パンクレアチン〈ハチ〉,東洋製薬化成,１ｇ,2331006X1098,7.5,内用薬,経口,
パンクレアチン「ヨシダ」,吉田製薬,１ｇ,2331006X1195,9.1,内用薬,経口,
リパクレオン顆粒３００ｍｇ分包,ヴィアトリス製薬,３００ｍｇ１包,2331007D1029,56.4,内用薬,経口,
リパクレオンカプセル１５０ｍｇ,ヴィアトリス製薬,１５０ｍｇ１カプセル,2331007M1029,30.1,内用薬,経口,
乾燥酵母,不明,１０ｇ,2332001X1017,20.3,内用薬,経口,
乾燥酵母エビオス,アサヒグループ食品,１０ｇ,2332001X1084,32.4,内用薬,経口,
乾燥酵母「ＶＴＲＳ」原末,ヴィアトリス・ヘルスケア,１０ｇ,2332001X1130,30.7,内用薬,経口,
苦味チンキ,不明,１０ｍＬ,2333001X1014,16.0,内用薬,経口,
苦味チンキ「ニッコー」,日興製薬,１０ｍＬ,2333001X1227,17.2,内用薬,経口,
コンズランゴ流エキス,不明,１ｍＬ,2333002X1019,15.7,内用薬,経口,
トウヒシロップ,不明,１０ｍＬ,2333004Q1013,13.0,内用薬,経口,
トウヒチンキ,不明,１ｍＬ,2333004S1010,5.3,内用薬,経口,
ホミカエキス散,不明,１ｇ,2333005B1015,7.3,内用薬,経口,
ホミカエキス,不明,１ｇ,2333005X1012,7.9,内用薬,経口,
ホミカチンキ,不明,１０ｍＬ,2333006X1017,43.0,内用薬,経口,
ケイヒ油,不明,１ｍＬ,2334001X1011,10.7,内用薬,経口,
希塩酸,不明,１０ｍＬ,2335001X1019,9.0,内用薬,経口,
ガランターゼ散５０％,ニプロＥＳファーマ,５０％１ｇ,2339003B1192,26.1,内用薬,経口,
ミルラクト細粒５０％,高田製薬,５０％１ｇ,2339004C1036,56.6,内用薬,経口,
健胃散「スズ」,鈴粉末薬品,１ｇ,2339101B1027,6.3,内用薬,経口,
重散,三恵薬品,１ｇ,2339105X1022,6.3,内用薬,経口,
センブリ・重曹散,不明,１ｇ,2339106B1011,7.0,内用薬,経口,
センブリ・重曹散「ケンエー」,健栄製薬,１ｇ,2339106B1089,7.3,内用薬,経口,
センブリ・重曹散　シオエ,シオエ製薬,１ｇ,2339106B1100,7.5,内用薬,経口,
センブリ・重曹散「メタル」,中北薬品,１ｇ,2339106B1160,7.5,内用薬,経口,
センブリ・重曹散「ヨシダ」,吉田製薬,１ｇ,2339106B1194,7.5,内用薬,経口,
フェンラーゼ配合カプセル,日医工ファーマ,１カプセル,2339161P1042,5.7,内用薬,経口,
ベリチーム配合顆粒,共和薬品工業,１ｇ,2339163D1037,21.0,内用薬,経口,
Ｓ・Ｍ配合散,アルフレッサファーマ,１ｇ,2339177B1038,6.3,内用薬,経口,
ＨＭ散,小西製薬,１ｇ,2339178B1040,5.7,内用薬,経口,
ＮＩＭ配合散,日医工,１ｇ,2339178B1075,5.7,内用薬,経口,
Ｍ・Ｍ配合散,日新製薬（山形）,１ｇ,2339181B1034,6.3,内用薬,経口,
ＫＭ散,東和薬品,１ｇ,2339185B1024,6.3,内用薬,経口,
ＹＭ散「イセイ」,コーアイセイ,１ｇ,2339193B1029,6.3,内用薬,経口,
ケイラーゼＳＡ配合顆粒,三恵薬品,１ｇ,2339226D1034,9.8,内用薬,経口,
マックターゼ配合錠,沢井製薬,１錠,2339265F1027,5.7,内用薬,経口,
つくしＡ・Ｍ配合散,富士フイルム富山化学,１ｇ,2339266B1020,6.3,内用薬,経口,
合成ケイ酸アルミニウム,不明,１０ｇ,2343001X1010,19.4,内用薬,経口,
天然ケイ酸アルミニウム,不明,１０ｇ,2343002X1015,7.5,内用薬,経口,
乾燥水酸化アルミニウムゲル細粒,不明,１ｇ,2343005C1017,7.0,内用薬,経口,
乾燥水酸化アルミニウムゲル,不明,１ｇ,2343005X1019,7.3,内用薬,経口,
ケイ酸マグネシウム,不明,１０ｇ,2344001X1018,7.0,内用薬,経口,
酸化マグネシウム,不明,１０ｇ,2344002X1012,9.3,内用薬,経口,
重質酸化マグネシウム「ケンエー」,健栄製薬,１０ｇ,2344002X1055,15.6,内用薬,経口,
酸化マグネシウム「コザカイ・Ｍ」,小堺製薬,１０ｇ,2344002X1063,15.6,内用薬,経口,
重質酸化マグネシウム　シオエ,シオエ製薬,１０ｇ,2344002X1080,15.6,内用薬,経口,
重質酸化マグネシウム〈ハチ〉,東洋製薬化成,１０ｇ,2344002X1098,10.0,内用薬,経口,
重質酸化マグネシウム「東海」,東海製薬,１０ｇ,2344002X1101,15.6,内用薬,経口,
重質酸化マグネシウム「ニッコー」,日興製薬,１０ｇ,2344002X1217,16.5,内用薬,経口,
重カマ「ヨシダ」,吉田製薬,１０ｇ,2344002X1241,16.5,内用薬,経口,
酸化マグネシウム「ＪＧ」,日本ジェネリック,１０ｇ,2344002X1314,10.0,内用薬,経口,
酸化マグネシウム原末「マルイシ」,丸石製薬,１０ｇ,2344002X1322,15.6,内用薬,経口,
酸化マグネシウム「ＮＰ」原末,ニプロ,１０ｇ,2344002X1349,15.6,内用薬,経口,
ミルマグ錠３５０ｍｇ,エムジーファーマ,３５０ｍｇ１錠,2344003F1038,5.7,内用薬,経口,
ミルマグ内用懸濁液７．２％,エムジーファーマ,７．２％１０ｍＬ,2344003S2024,14.7,内用薬,経口,
炭酸水素ナトリウム,不明,１０ｇ,2344004X1011,7.3,内用薬,経口,
炭酸水素ナトリウム（小堺）,小堺製薬,１０ｇ,2344004X1097,7.6,内用薬,経口,
炭酸水素ナトリウム　シオエ,シオエ製薬,１０ｇ,2344004X1119,9.2,内用薬,経口,
炭酸水素ナトリウム〈ハチ〉,東洋製薬化成,１０ｇ,2344004X1178,7.5,内用薬,経口,
炭酸水素ナトリウム「ＶＴＲＳ」原末,ヴィアトリス・ヘルスケア,１０ｇ,2344004X1470,7.5,内用薬,経口,
炭酸水素ナトリウム錠５００ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,５００ｍｇ１錠,2344005F1061,5.7,内用薬,経口,
炭酸マグネシウム「ケンエー」,健栄製薬,１０ｇ,2344006X1053,13.0,内用薬,経口,
重質炭酸マグネシウム「日医工」,日医工,１０ｇ,2344006X1223,11.4,内用薬,経口,
沈降炭酸カルシウム,不明,１０ｇ,2344007X1015,7.3,内用薬,経口,
沈降炭酸カルシウム「ケンエー」,健栄製薬,１０ｇ,2344007X1031,9.7,内用薬,経口,
沈降炭酸カルシウム「コザカイ・Ｍ」,小堺製薬,１０ｇ,2344007X1058,7.5,内用薬,経口,
沈降炭酸カルシウム（山善）,山善製薬,１０ｇ,2344007X1082,7.5,内用薬,経口,
沈降炭酸カルシウム恵美須,恵美須薬品化工,１０ｇ,2344007X1104,7.5,内用薬,経口,
沈降炭酸カルシウム「ヨシダ」,吉田製薬,１０ｇ,2344007X1155,8.7,内用薬,経口,
炭カル錠５００ｍｇ「旭化成」,旭化成ファーマ,５００ｍｇ１錠,2344008F1081,5.9,内用薬,経口,
酸化マグネシウム細粒８３％「ケンエー」,健栄製薬,８３％１ｇ,2344009C1039,8.9,内用薬,経口,
酸化マグネシウム細粒８３％〈ハチ〉,東洋製薬化成,８３％１ｇ,2344009C1047,8.9,内用薬,経口,
マグミット細粒８３％,マグミット製薬,８３％１ｇ,2344009C1055,8.9,内用薬,経口,
酸化マグネシウム細粒８３％「ヨシダ」,吉田製薬,８３％１ｇ,2344009C1063,8.9,内用薬,経口,
酸化マグネシウム２５０ｍｇ錠,不明,２５０ｍｇ１錠,2344009F1019,5.7,内用薬,経口,
酸化マグネシウム３３０ｍｇ錠,不明,３３０ｍｇ１錠,2344009F2015,5.7,内用薬,経口,
酸化マグネシウム２００ｍｇ錠,不明,２００ｍｇ１錠,2344009F3011,5.7,内用薬,経口,
酸化マグネシウム５００ｍｇ錠,不明,５００ｍｇ１錠,2344009F4018,5.7,内用薬,経口,
酸化マグネシウム錠３００ｍｇ「ヨシダ」,吉田製薬,３００ｍｇ１錠,2344009F5030,5.7,内用薬,経口,
酸化マグネシウム錠４００ｍｇ「ヨシダ」,吉田製薬,４００ｍｇ１錠,2344009F6037,5.7,内用薬,経口,
ディクアノン配合内用液,日新製薬（山形）,１０ｍＬ,2349100X1212,10.6,内用薬,経口,
ディクアノン懸濁用配合顆粒,日新製薬（山形）,１ｇ,2349101D1202,6.5,内用薬,経口,
マックメット懸濁用配合ＤＳ,沢井製薬,１ｇ,2349101D1229,6.5,内用薬,経口,
マルファ懸濁用配合顆粒,東洋製薬化成,１ｇ,2349101D1237,11.0,内用薬,経口,
マーレッジ懸濁用配合ＤＳ,東和薬品,１ｇ,2349101D1245,6.5,内用薬,経口,
リタロクス懸濁用配合顆粒,鶴原製薬,１ｇ,2349101D1261,6.5,内用薬,経口,
カスカラサグラダ流エキス（司生堂）,司生堂製薬,１０ｍＬ,2354001X1022,13.0,内用薬,経口,
アジャストＡコーワ錠４０ｍｇ,興和,４０ｍｇ１錠,2354002F1030,5.9,内用薬,経口,
ヨーデルＳ糖衣錠－８０,藤本製薬,８０ｍｇ１錠,2354002F2028,5.9,内用薬,経口,
センノシド顆粒８％「日医工」,アルフレッサファーマ,８％１ｇ,2354003D2064,10.7,内用薬,経口,
センノシド１２ｍｇ錠,不明,１２ｍｇ１錠,2354003F2014,5.1,内用薬,経口,
プルゼニド錠１２ｍｇ,サンファーマ,１２ｍｇ１錠,2354003F2316,5.7,内用薬,経口,
硫酸カリウム,不明,１０ｇ,2355001X1011,12.1,内用薬,経口,
硫酸マグネシウム水和物,不明,１０ｇ,2355002X1016,7.3,内用薬,経口,
硫酸マグネシウム（山善）,山善製薬,１０ｇ,2355002X1091,7.8,内用薬,経口,
ヒマシ油,不明,１０ｍＬ,2356001X1019,11.9,内用薬,経口,
ヒマシ油「東海」,東海製薬,１０ｍＬ,2356001X1124,13.4,内用薬,経口,
ヒマシ油（山善）,山善製薬,１０ｍＬ,2356001X1183,14.2,内用薬,経口,
ヒマシ油「ニッコー」,日興製薬,１０ｍＬ,2356001X1248,13.4,内用薬,経口,
加香ヒマシ油,不明,１０ｍＬ,2356002X1013,12.4,内用薬,経口,
カルメロースナトリウム,不明,１ｇ,2359001X2017,7.3,内用薬,経口,
ピコスルファートナトリウム顆粒１％「ゼリア」,日新製薬（山形）,１％１ｇ,2359005D1128,14.9,内用薬,経口,
ピコスルファートナトリウム２．５ｍｇ錠,不明,２．５ｍｇ１錠,2359005F1013,5.9,内用薬,経口,
ラキソベロン錠２．５ｍｇ,帝人ファーマ,２．５ｍｇ１錠,2359005F1218,5.9,内用薬,経口,
スナイリンドライシロップ１％,ヴィアトリス・ヘルスケア,１％１ｇ,2359005R1109,21.7,内用薬,経口,
ピコスルファートナトリウム０．７５％液,不明,０．７５％１ｍＬ,2359005S1011,7.6,内用薬,経口,
ラキソベロン内用液０．７５％,帝人ファーマ,０．７５％１ｍＬ,2359005S1240,16.0,内用薬,経口,
ピコスルファートナトリウム内用液０．７５％「ＪＧ」,長生堂製薬,０．７５％１ｍＬ,2359005S1291,8.5,内用薬,経口,
ピコスルファートＮａ内用液０．７５％「ＮＩＧ」,日医工岐阜工場,０．７５％１ｍＬ,2359005S1356,8.5,内用薬,経口,
アミティーザカプセル２４μｇ,ヴィアトリス製薬,２４μｇ１カプセル,2359006M1025,100.0,内用薬,経口,
アミティーザカプセル１２μｇ,ヴィアトリス製薬,１２μｇ１カプセル,2359006M2021,49.9,内用薬,経口,
スインプロイク錠０．２ｍｇ,塩野義製薬,０．２ｍｇ１錠,2359007F1020,277.1,内用薬,経口,
グーフィス錠５ｍｇ,ＥＡファーマ,５ｍｇ１錠,2359008F1025,84.2,内用薬,経口,
ピムロ顆粒,本草製薬,１ｇ,2359102X1056,7.9,内用薬,経口,
アローゼン顆粒,サンファーマ,１ｇ,2359102X1072,6.5,内用薬,経口,
セチロ配合錠,ジェイドルフ製薬,１錠,2359103X1034,5.7,内用薬,経口,
複方甘草散「スズ」,鈴粉末薬品,１ｇ,2359106B1022,6.0,内用薬,経口,
ビーマス配合錠,日本臓器製薬,１錠,2359108F1066,5.7,内用薬,経口,
人工カルルス塩「コザカイ・Ｍ」,小堺製薬,１０ｇ,2359109B1077,6.4,内用薬,経口,
モビコール配合内用剤ＬＤ,ＥＡファーマ,６．８５２３ｇ１包,2359110B1037,65.7,内用薬,経口,
モビコール配合内用剤ＨＤ,ＥＡファーマ,１３．７０４６ｇ１包,2359110B2025,117.8,内用薬,経口,
ウルソ顆粒５％,田辺三菱製薬,５％１ｇ,2362001D1060,7.5,内用薬,経口,
ウルソデオキシコール酸５０ｍｇ錠,不明,５０ｍｇ１錠,2362001F1010,6.1,内用薬,経口,
ウルソ錠５０ｍｇ,田辺三菱製薬,５０ｍｇ１錠,2362001F1088,9.0,内用薬,経口,
ウルソデオキシコール酸錠５０ｍｇ「ＮＩＧ」,日医工岐阜工場,５０ｍｇ１錠,2362001F1142,6.7,内用薬,経口,
ウルソ錠１００ｍｇ,田辺三菱製薬,１００ｍｇ１錠,2362001F2149,10.1,内用薬,経口,
ウルソデオキシコール酸錠１００ｍｇ「ＺＥ」,全星薬品工業,１００ｍｇ１錠,2362001F2173,7.2,内用薬,経口,
ウルソデオキシコール酸錠１００ｍｇ「ＪＧ」,日本ジェネリック,１００ｍｇ１錠,2362001F2190,7.2,内用薬,経口,
ウルソデオキシコール酸錠１００ｍｇ「サワイ」,沢井製薬,１００ｍｇ１錠,2362001F2211,8.7,内用薬,経口,
ウルソデオキシコール酸錠１００ｍｇ「トーワ」,東和薬品,１００ｍｇ１錠,2362001F2220,8.7,内用薬,経口,
ウルソデオキシコール酸錠１００ｍｇ「ＮＩＧ」,日医工岐阜工場,１００ｍｇ１錠,2362001F2254,8.7,内用薬,経口,
チノカプセル１２５,藤本製薬,１２５ｍｇ１カプセル,2362003M2031,22.4,内用薬,経口,
スパカール細粒１０％,大原薬品工業,１０％１ｇ,2369003C1030,38.2,内用薬,経口,
スパカール錠４０ｍｇ,大原薬品工業,４０ｍｇ１錠,2369003F1037,15.3,内用薬,経口,
オンダンセトロンＯＤフィルム２ｍｇ「ＧＦＰ」,ミヤリサン製薬,２ｍｇ１錠,2391001F3023,298.7,内用薬,経口,
オンダンセトロンＯＤフィルム４ｍｇ「ＧＦＰ」,ミヤリサン製薬,４ｍｇ１錠,2391001F4020,388.0,内用薬,経口,
カイトリル細粒０．４％,太陽ファルマ,２ｍｇ１包,2391002C1037,669.8,内用薬,経口,
カイトリル錠１ｍｇ,太陽ファルマ,１ｍｇ１錠,2391002F1025,328.7,内用薬,経口,
カイトリル錠２ｍｇ,太陽ファルマ,２ｍｇ１錠,2391002F2021,687.4,内用薬,経口,
グラニセトロン内服ゼリー１ｍｇ「ケミファ」,日医工,１ｍｇ１包,2391002Q1026,366.1,内用薬,経口,
グラニセトロン内服ゼリー２ｍｇ「ケミファ」,日医工,２ｍｇ１包,2391002Q2022,588.2,内用薬,経口,
ナゼアＯＤ錠０．１ｍｇ,ＬＴＬファーマ,０．１ｍｇ１錠,2391004F1024,682.9,内用薬,経口,
イメンドカプセル８０ｍｇ,小野薬品工業,８０ｍｇ１カプセル,2391008M1021,1700.7,内用薬,経口,
アプレピタントカプセル８０ｍｇ「ＮＫ」,日本化薬,８０ｍｇ１カプセル,2391008M1030,730.8,内用薬,経口,
アプレピタントカプセル８０ｍｇ「サワイ」,沢井製薬,８０ｍｇ１カプセル,2391008M1048,730.8,内用薬,経口,
イメンドカプセル１２５ｍｇ,小野薬品工業,１２５ｍｇ１カプセル,2391008M2028,2562.5,内用薬,経口,
アプレピタントカプセル１２５ｍｇ「ＮＫ」,日本化薬,１２５ｍｇ１カプセル,2391008M2036,1145.7,内用薬,経口,
アプレピタントカプセル１２５ｍｇ「サワイ」,沢井製薬,１２５ｍｇ１カプセル,2391008M2044,1145.7,内用薬,経口,
イメンドカプセルセット,小野薬品工業,１セット,2391008M3024,5963.9,内用薬,経口,
アプレピタントカプセルセット「ＮＫ」,日本化薬,１セット,2391008M3032,2607.3,内用薬,経口,
アプレピタントカプセルセット「サワイ」,沢井製薬,１セット,2391008M3040,2607.3,内用薬,経口,
プリンペラン細粒２％,日医工,２％１ｇ,2399004C1077,11.8,内用薬,経口,
メトクロプラミド細粒２％「ツルハラ」,鶴原製薬,２％１ｇ,2399004C1107,6.3,内用薬,経口,
メトクロプラミド５ｍｇ錠,不明,５ｍｇ１錠,2399004F1014,5.7,内用薬,経口,
プリンペラン錠５,日医工,５ｍｇ１錠,2399004F1200,6.5,内用薬,経口,
プリンペランシロップ０．１％,日医工,０．１％１０ｍＬ,2399004Q1090,24.6,内用薬,経口,
ドンペリドン５ｍｇ錠,不明,５ｍｇ１錠,2399005F1019,5.9,内用薬,経口,
ナウゼリン錠５,協和キリン,５ｍｇ１錠,2399005F1027,6.2,内用薬,経口,
ドンペリドン錠５ｍｇ「ＥＭＥＣ」,アルフレッサファーマ,５ｍｇ１錠,2399005F1183,8.9,内用薬,経口,
ドンペリドン１０ｍｇ錠,不明,１０ｍｇ１錠,2399005F2015,5.9,内用薬,経口,
ナウゼリン錠１０,協和キリン,１０ｍｇ１錠,2399005F2023,9.6,内用薬,経口,
ドンペリドン錠１０ｍｇ「ＥＭＥＣ」,アルフレッサファーマ,１０ｍｇ１錠,2399005F2260,8.9,内用薬,経口,
ナウゼリンＯＤ錠５,協和キリン,５ｍｇ１錠,2399005F3020,6.2,内用薬,経口,
ナウゼリンＯＤ錠１０,協和キリン,１０ｍｇ１錠,2399005F4026,9.6,内用薬,経口,
ドンペリドン１％シロップ用,不明,１％１ｇ,2399005R1015,6.5,内用薬,経口,
ナウゼリンドライシロップ１％,協和キリン,１％１ｇ,2399005R1163,11.3,内用薬,経口,
トリメブチンマレイン酸塩細粒２０％「ツルハラ」,鶴原製薬,２０％１ｇ,2399006C1190,13.7,内用薬,経口,
トリメブチンマレイン酸塩１００ｍｇ錠,不明,１００ｍｇ１錠,2399006F1013,5.9,内用薬,経口,
イトプリド塩酸塩５０ｍｇ錠,不明,５０ｍｇ１錠,2399008F1012,6.1,内用薬,経口,
ガナトン錠５０ｍｇ,ヴィアトリス製薬,５０ｍｇ１錠,2399008F1020,10.2,内用薬,経口,
ペンタサ顆粒９４％,杏林製薬,９４％１ｇ,2399009D2020,104.9,内用薬,経口,
メサラジン錠２５０ｍｇ「ケミファ」,日本ケミファ,２５０ｍｇ１錠,2399009F1092,16.8,内用薬,経口,
ペンタサ錠２５０ｍｇ,杏林製薬,２５０ｍｇ１錠,2399009F1149,29.2,内用薬,経口,
メサラジン徐放錠２５０ｍｇ「ＪＧ」,日本ジェネリック,２５０ｍｇ１錠,2399009F1165,15.8,内用薬,経口,
メサラジン徐放錠２５０ｍｇ「日医工Ｐ」,日医工ファーマ,２５０ｍｇ１錠,2399009F1181,15.8,内用薬,経口,
メサラジン徐放錠２５０ｍｇ「トーワ」,東和薬品,２５０ｍｇ１錠,2399009F1190,15.8,内用薬,経口,
ペンタサ錠５００ｍｇ,杏林製薬,５００ｍｇ１錠,2399009F2030,51.8,内用薬,経口,
メサラジン錠５００ｍｇ「ケミファ」,日本ケミファ,５００ｍｇ１錠,2399009F2064,28.0,内用薬,経口,
メサラジン徐放錠５００ｍｇ「ＪＧ」,日本ジェネリック,５００ｍｇ１錠,2399009F2153,28.0,内用薬,経口,
メサラジン徐放錠５００ｍｇ「日医工Ｐ」,日医工ファーマ,５００ｍｇ１錠,2399009F2170,28.0,内用薬,経口,
メサラジン徐放錠５００ｍｇ「トーワ」,東和薬品,５００ｍｇ１錠,2399009F2188,28.0,内用薬,経口,
アサコール錠４００ｍｇ,ゼリア新薬工業,４００ｍｇ１錠,2399009F3028,37.3,内用薬,経口,
メサラジン腸溶錠４００ｍｇ「サワイ」,沢井製薬,４００ｍｇ１錠,2399009F3044,19.0,内用薬,経口,
メサラジン腸溶錠４００ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,４００ｍｇ１錠,2399009F3087,18.6,内用薬,経口,
リアルダ錠１２００ｍｇ,持田製薬,１，２００ｍｇ１錠,2399009F4024,159.9,内用薬,経口,
ガスモチン散１％,住友ファーマ,１％１ｇ,2399010B1034,21.6,内用薬,経口,
モサプリドクエン酸塩散１％「日医工」,富士化学工業,１％１ｇ,2399010B1050,10.0,内用薬,経口,
モサプリドクエン酸塩２．５ｍｇ錠,不明,２．５ｍｇ１錠,2399010F1010,9.8,内用薬,経口,
ガスモチン錠２．５ｍｇ,住友ファーマ,２．５ｍｇ１錠,2399010F1028,10.1,内用薬,経口,
モサプリドクエン酸塩５ｍｇ錠,不明,５ｍｇ１錠,2399010F2016,10.1,内用薬,経口,
ガスモチン錠５ｍｇ,住友ファーマ,５ｍｇ１錠,2399010F2024,10.5,内用薬,経口,
コロネル細粒８３．３％,アステラス製薬,８３．３％１ｇ,2399011C1042,14.8,内用薬,経口,
ポリフル細粒８３．３％,ヴィアトリス製薬,８３．３％１ｇ,2399011C1050,16.6,内用薬,経口,
ポリカルボフィルＣａ細粒８３．３％「日医工」,富士化学工業,８３．３％１ｇ,2399011C1069,26.7,内用薬,経口,
コロネル錠５００ｍｇ,アステラス製薬,５００ｍｇ１錠,2399011F1022,9.6,内用薬,経口,
ポリフル錠５００ｍｇ,ヴィアトリス製薬,５００ｍｇ１錠,2399011F1030,10.4,内用薬,経口,
エボザックカプセル３０ｍｇ,アルフレッサファーマ,３０ｍｇ１カプセル,2399012M1026,79.1,内用薬,経口,
サリグレンカプセル３０ｍｇ,日本化薬,３０ｍｇ１カプセル,2399012M1034,70.8,内用薬,経口,
サラジェン顆粒０．５％,キッセイ薬品工業,５ｍｇ１包,2399013D1020,69.6,内用薬,経口,
サラジェン錠５ｍｇ,キッセイ薬品工業,５ｍｇ１錠,2399013F1021,70.0,内用薬,経口,
イリボー錠２．５μｇ,アステラス製薬,２．５μｇ１錠,2399014F1026,41.8,内用薬,経口,
イリボー錠５μｇ,アステラス製薬,５μｇ１錠,2399014F2022,68.7,内用薬,経口,
イリボーＯＤ錠２．５μｇ,アステラス製薬,２．５μｇ１錠,2399014F3029,41.8,内用薬,経口,
イリボーＯＤ錠５μｇ,アステラス製薬,５μｇ１錠,2399014F4025,68.7,内用薬,経口,
アコファイド錠１００ｍｇ,ゼリア新薬工業,１００ｍｇ１錠,2399015F1020,32.2,内用薬,経口,
コレチメント錠９ｍｇ,フェリング・ファーマ,９ｍｇ１錠,2399016G1020,604.6,内用薬,経口,
ゼンタコートカプセル３ｍｇ,ゼリア新薬工業,３ｍｇ１カプセル,2399016M1024,185.4,内用薬,経口,
リンゼス錠０．２５ｍｇ,アステラス製薬,０．２５ｍｇ１錠,2399017F1020,69.1,内用薬,経口,
カログラ錠１２０ｍｇ,ＥＡファーマ,１２０ｍｇ１錠,2399018F1024,199.7,内用薬,経口,
ゼポジアカプセル０．９２ｍｇ,ブリストル・マイヤーズ　スクイブ,０．９２ｍｇ１カプセル,2399019M1028,4792.8,内用薬,経口,
ゼポジアカプセルスターターパック,ブリストル・マイヤーズ　スクイブ,１シート,2399019X1024,12313.3,内用薬,経口,
ミニリンメルトＯＤ錠１２０μｇ,フェリング・ファーマ,１２０μｇ１錠,2419001F1023,132.9,内用薬,経口,
ミニリンメルトＯＤ錠２４０μｇ,フェリング・ファーマ,２４０μｇ１錠,2419001F2020,218.8,内用薬,経口,
ミニリンメルトＯＤ錠６０μｇ,フェリング・ファーマ,６０μｇ１錠,2419001F3026,75.7,内用薬,経口,
ミニリンメルトＯＤ錠２５μｇ,フェリング・ファーマ,２５μｇ１錠,2419001F4022,44.7,内用薬,経口,
ミニリンメルトＯＤ錠５０μｇ,フェリング・ファーマ,５０μｇ１錠,2419001F5029,75.5,内用薬,経口,
乾燥甲状腺,不明,１ｇ,2431001X1015,63.0,内用薬,経口,
リオチロニンナトリウム錠,不明,５μｇ１錠,2431003F1019,9.8,内用薬,経口,
リオチロニンナトリウム錠,不明,２５μｇ１錠,2431003F2015,10.1,内用薬,経口,
チラーヂンＳ散０．０１％,あすか製薬,０．０１％１ｇ,2431004B1038,59.1,内用薬,経口,
レボチロキシンナトリウム５０μｇ錠,不明,５０μｇ１錠,2431004F1013,9.8,内用薬,経口,
チラーヂンＳ錠５０μｇ,あすか製薬,５０μｇ１錠,2431004F1056,9.8,内用薬,経口,
レボチロキシンナトリウム２５μｇ錠,不明,２５μｇ１錠,2431004F2010,9.8,内用薬,経口,
チラーヂンＳ錠２５μｇ,あすか製薬,２５μｇ１錠,2431004F2052,9.8,内用薬,経口,
レボチロキシンナトリウム錠,不明,１００μｇ１錠,2431004F3016,11.6,内用薬,経口,
レボチロキシンナトリウム錠,不明,１２．５μｇ１錠,2431004F4012,9.8,内用薬,経口,
レボチロキシンナトリウム錠,不明,７５μｇ１錠,2431004F5019,9.8,内用薬,経口,
チアマゾール錠,不明,５ｍｇ１錠,2432001F1017,9.8,内用薬,経口,
メルカゾール錠２．５ｍｇ,あすか製薬,２．５ｍｇ１錠,2432001F2021,9.8,内用薬,経口,
プロピルチオウラシル錠,不明,５０ｍｇ１錠,2432002F1011,9.8,内用薬,経口,
プリモボラン錠５ｍｇ,バイエル薬品,５ｍｇ１錠,2449003F1021,12.1,内用薬,経口,
コートン錠２５ｍｇ,日医工,２５ｍｇ１錠,2452001F1036,16.2,内用薬,経口,
コートリル錠１０ｍｇ,ファイザー,１０ｍｇ１錠,2452002F1030,7.4,内用薬,経口,
フロリネフ錠０．１ｍｇ,サンドファーマ,０．１ｍｇ１錠,2452003F1035,232.5,内用薬,経口,
デカドロン錠０．５ｍｇ,日医工,０．５ｍｇ１錠,2454002F1183,5.7,内用薬,経口,
レナデックス錠４ｍｇ,ブリストル・マイヤーズ　スクイブ,４ｍｇ１錠,2454002F2023,164.8,内用薬,経口,
デカドロン錠４ｍｇ,日医工,４ｍｇ１錠,2454002F3020,26.4,内用薬,経口,
デカドロンエリキシル０．０１％,日医工,０．０１％１ｍＬ,2454002S1122,4.3,内用薬,経口,
デキサメタゾンエリキシル０．０１％「日新」,日新製薬（山形）,０．０１％１ｍＬ,2454002S1157,1.9,内用薬,経口,
レダコート錠４ｍｇ,アルフレッサファーマ,４ｍｇ１錠,2454003F1030,13.0,内用薬,経口,
リンデロン散０．１％,シオノギファーマ,０．１％１ｇ,2454004B1040,23.4,内用薬,経口,
ベタメタゾン散０．１％「フソー」,扶桑薬品工業,０．１％１ｇ,2454004B1067,18.1,内用薬,経口,
ベタメタゾン錠０．５ｍｇ「サワイ」,沢井製薬,０．５ｍｇ１錠,2454004F2081,8.2,内用薬,経口,
リンデロン錠０．５ｍｇ,シオノギファーマ,０．５ｍｇ１錠,2454004F2090,10.8,内用薬,経口,
リンデロンシロップ０．０１％,シオノギファーマ,０．０１％１ｍＬ,2454004Q1078,6.7,内用薬,経口,
プレドニゾロン錠,不明,５ｍｇ１錠,2456001F1019,9.8,内用薬,経口,
プレドニゾロン錠,不明,１ｍｇ１錠,2456001F2015,8.3,内用薬,経口,
プレドニゾロン錠,不明,２．５ｍｇ１錠,2456001F3011,9.8,内用薬,経口,
プレドニゾロン,不明,１ｇ,2456001T1012,1082.9,内用薬,経口,
